#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 1 (Sou Matome N2, Days 1-6) — Kanji, Vocabulary, Grammar, Reading, Listening
禁止	きんし — Prohibition <br><i>(kanji: 禁)</i>	kanji::w1 kanji::w1d1
禁煙	きんえん — No smoking <br><i>(kanji: 煙・禁)</i>	kanji::w1 kanji::w1d1
煙	けむり — Smoke <br><i>(kanji: 煙)</i>	kanji::w1 kanji::w1d1
安静	あんせい — Quietly <br><i>(kanji: 静)</i>	kanji::w1 kanji::w1d1
静か	しずか — Quiet <br><i>(kanji: 静)</i>	kanji::w1 kanji::w1d1
危機	きき — Crisis <br><i>(kanji: 危)</i>	kanji::w1 kanji::w1d1
危ない	あぶない — Dangerous <br><i>(kanji: 危)</i>	kanji::w1 kanji::w1d1
危険	きけん — Danger <br><i>(kanji: 険)</i>	kanji::w1 kanji::w1d1
険しい	けわしい — Steep <br><i>(kanji: 険)</i>	kanji::w1 kanji::w1d1
関心	かんしん — Interest <br><i>(kanji: 関)</i>	kanji::w1 kanji::w1d1
関わる	かかわる — Have to do with <br><i>(kanji: 関)</i>	kanji::w1 kanji::w1d1
関係	かんけい — Relation <br><i>(kanji: 係)</i>	kanji::w1 kanji::w1d1
係員	かかりいん — Person in charge <br><i>(kanji: 係)</i>	kanji::w1 kanji::w1d1
転落	てんらく — Fall <br><i>(kanji: 落)</i>	kanji::w1 kanji::w1d1
落石	らくせき — Falling rocks <br><i>(kanji: 落)</i>	kanji::w1 kanji::w1d1
磁石	じしゃく — Magnet <br><i>(kanji: 石)</i>	kanji::w1 kanji::w1d1
石	いし — Stone <br><i>(kanji: 石)</i>	kanji::w1 kanji::w1d1
飛行場	ひこうじょう — Airport <br><i>(kanji: 飛)</i>	kanji::w1 kanji::w1d1
飛び出す	とびだす — Run out suddenly <br><i>(kanji: 飛)</i>	kanji::w1 kanji::w1d1
駐車場	ちゅうしゃじょう — Parking lot <br><i>(kanji: 駐)</i>	kanji::w1 kanji::w1d1
駐車	ちゅうしゃ — Parking <br><i>(kanji: 駐)</i>	kanji::w1 kanji::w1d1
四捨五入	ししゃごにゅう — Rounding <br><i>(kanji: 捨)</i>	kanji::w1 kanji::w1d1
捨てる	すてる — Throw away <br><i>(kanji: 捨)</i>	kanji::w1 kanji::w1d1
遊泳	ゆうえい — Swimming <br><i>(kanji: 遊)</i>	kanji::w1 kanji::w1d1
遊ぶ	あそぶ — Play <br><i>(kanji: 遊)</i>	kanji::w1 kanji::w1d1
水泳	すいえい — Swimming <br><i>(kanji: 泳)</i>	kanji::w1 kanji::w1d1
泳ぐ	およぐ — Swim <br><i>(kanji: 泳)</i>	kanji::w1 kanji::w1d1
喫茶店	きっさてん — Coffee shop <br><i>(kanji: 喫)</i>	kanji::w1 kanji::w1d2
喫煙所	きつえんじょ — Smoking area <br><i>(kanji: 喫)</i>	kanji::w1 kanji::w1d2
非〜	ひ — Non-/Anti- <br><i>(kanji: 非)</i>	kanji::w1 kanji::w1d2
非常に	ひじょうに — Extremely <br><i>(kanji: 非)</i>	kanji::w1 kanji::w1d2
非常口	ひじょうぐち — Emergency exit <br><i>(kanji: 非)</i>	kanji::w1 kanji::w1d2
