#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 3 (Sou Matome N2, Days 1-7) — Kanji, Vocabulary, Grammar, Reading, Listening
様子	ようす — An appearance / situation <br><i>(kanji: 様)</i>	kanji::w3 kanji::w3d1
〜様	〜さま — Honorific added to people's names (esp. in letters) <br><i>(kanji: 様)</i>	kanji::w3 kanji::w3d1
重要（な）	じゅうような — Important <br><i>(kanji: 要)</i>	kanji::w3 kanji::w3d1
要約	ようやく — A summary <br><i>(kanji: 要)</i>	kanji::w3 kanji::w3d1
利用	りよう — Use <br><i>(kanji: 利)</i>	kanji::w3 kanji::w3d1
金利	きんり — Interest (rate) <br><i>(kanji: 利)</i>	kanji::w3 kanji::w3d1
明細	めいさい — Details <br><i>(kanji: 細)</i>	kanji::w3 kanji::w3d1
細い	ほそい — Fine / thin <br><i>(kanji: 細)</i>	kanji::w3 kanji::w3d1
在中	ざいちゅう — Containing (on envelopes/letters) <br><i>(kanji: 在)</i>	kanji::w3 kanji::w3d1
現在	げんざい — The present (time) <br><i>(kanji: 在)</i>	kanji::w3 kanji::w3d1
客席	きゃくせき — A seat (in an auditorium) <br><i>(kanji: 客)</i>	kanji::w3 kanji::w3d1
お客様	おきゃくさま — Customer (honorific) <br><i>(kanji: 客)</i>	kanji::w3 kanji::w3d1
額	がく — A frame <br><i>(kanji: 額)</i>	kanji::w3 kanji::w3d1
額	ひたい — Forehead <br><i>(kanji: 額)</i>	kanji::w3 kanji::w3d1
込む	こむ — Be congested / crowded <br><i>(kanji: 込)</i>	kanji::w3 kanji::w3d1
払い込む	はらいこむ — Pay in <br><i>(kanji: 込)</i>	kanji::w3 kanji::w3d1
領収書	りょうしゅうしょ — A receipt <br><i>(kanji: 領)</i>	kanji::w3 kanji::w3d1
領事館	りょうじかん — A consulate <br><i>(kanji: 領)</i>	kanji::w3 kanji::w3d1
収入	しゅうにゅう — Income <br><i>(kanji: 収)</i>	kanji::w3 kanji::w3d1
