#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 8 (Sou Matome N2) — Japanese grammar and usage: Grammar patterns
<div class="front-main">それなのに</div><div class="front-example-sentence-1">この時計は高かった。それなのにすぐに壊れた。</div>	<div class="back-main-reading">それなのに</div><div class="back-main-english-explanation">Indicates a result that is contrary to the expectation set up by the previous statement</div><div class="back-example-sentence-1-reading">このとけいはたかかった。それなのにすぐにこわれた。</div><div class="back-example-sentence-1-english">This watch was expensive, yet it stopped working right after I bought it.</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それなのに</div><div class="front-example-sentence-1">一生懸命勉強している。それなのに成績はよくならない。</div>	<div class="back-main-reading">それなのに</div><div class="back-main-english-explanation">Indicates a result that is contrary to the expectation set up by the previous statement</div><div class="back-example-sentence-1-reading">いっしょうけんめいべんきょうしている。それなのにせいせきはよくならない。</div><div class="back-example-sentence-1-english">I am studying very hard, but my grades have not improved.</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それでも</div><div class="front-example-sentence-1">外は大雨だ。それでも出かけないといけない。</div>	<div class="back-main-reading">それでも</div><div class="back-main-english-explanation">Introduces an opinion or result that runs counter to the situation just described</div><div class="back-example-sentence-1-reading">そとはおおあめだ。それでもでかけないといけない。</div><div class="back-example-sentence-1-english">It is raining very hard but I have to go out.</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それでも</div><div class="front-example-sentence-1">みんなに反対されている。それでも私は彼と結婚したい。</div>	<div class="back-main-reading">それでも</div><div class="back-main-english-explanation">Introduces an opinion or result that runs counter to the situation just described</div><div class="back-example-sentence-1-reading">みんなにはんたいされている。それでもわたしはかれとけっこんしたい。</div><div class="back-example-sentence-1-english">Although everyone is against me, I still want to marry him.</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それなら(ば)</div><div class="front-example-sentence-1">「道がすごく渋滞しているようだよ。」「それなら、電車で行こう。」</div>	<div class="back-main-reading">それなら(ば)</div><div class="back-main-english-explanation">Acknowledging the previous statement and making a decision or suggestion based on it</div><div class="back-example-sentence-1-reading">「みちがすごくじゅうたいしているようだよ。」「それなら、でんしゃでいこう。」</div><div class="back-example-sentence-1-english">"The traffic looks bad." "Well then let's go by train."</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それなら(ば)</div><div class="front-example-sentence-1">「今、それ、やりたくない。」「それならやらなくていいよ。」</div>	<div class="back-main-reading">それなら(ば)</div><div class="back-main-english-explanation">Acknowledging the previous statement and making a decision or suggestion based on it</div><div class="back-example-sentence-1-reading">「いま、それ、やりたくない。」「それならやらなくていいよ。」</div><div class="back-example-sentence-1-english">"I don't want to do that right now." "Then you don't have to do it."</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それで</div><div class="front-example-sentence-1">父は働きすぎた。それで病気になった。</div>	<div class="back-main-reading">それで</div><div class="back-main-english-explanation">Introduces a result caused by the previous statement, or draws out more of what the other person is saying</div><div class="back-example-sentence-1-reading">ちちはたらきすぎた。それでびょうきになった。</div><div class="back-example-sentence-1-english">My dad worked so hard he became ill.</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それで</div><div class="front-example-sentence-1">「田中君、インフルエンザにかかったんだって。」「それで学校を休んだんだね。」</div>	<div class="back-main-reading">それで</div><div class="back-main-english-explanation">Introduces a result caused by the previous statement, or draws out more of what the other person is saying</div><div class="back-example-sentence-1-reading">「たなかくん、インフルエンザにかかったんだって。」「それでがっこうをやすんだんだね。」</div><div class="back-example-sentence-1-english">"I heard Mr. Tanaka has got the flu." "I guess that is why he didn't come to school."</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それで</div><div class="front-example-sentence-1">「田中君にお金を貸してくれって言われたんだ。」「へえー。それで、貸してあげたの？」</div>	<div class="back-main-reading">それで</div><div class="back-main-english-explanation">Introduces a result caused by the previous statement, or draws out more of what the other person is saying</div><div class="back-example-sentence-1-reading">「たなかくんにおかねをかしてくれっていわれたんだ。」「へえー。それで、かしてあげたの？」</div><div class="back-example-sentence-1-english">"Tanaka-kun asked me if I would lend him some money." "Well did you?"</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それで</div><div class="front-example-sentence-1">「今日、面接を受けたんだ。」「で、どうだった？」</div>	<div class="back-main-reading">それで</div><div class="back-main-english-explanation">Introduces a result caused by the previous statement, or draws out more of what the other person is saying</div><div class="back-example-sentence-1-reading">「きょう、めんせつをうけたんだ。」「で、どうだった？」</div><div class="back-example-sentence-1-english">"I had an interview today." "How was it?"</div>	grammar::w8 grammar::w8d1 jlpt::n2 type::grammar
<div class="front-main">それが</div><div class="front-example-sentence-1">「お嬢さん、もう大学をご卒業されましたでしょう？」「それが、まだなんですよ。」</div>	<div class="back-main-reading">それが</div><div class="back-main-english-explanation">Used to introduce a fact that contradicts what the other person thinks or expects</div><div class="back-example-sentence-1-reading">「おじょうさん、もうだいがくをごそつぎょうされましたでしょう？」「それが、まだなんですよ。」</div><div class="back-example-sentence-1-english">"Your daughter must have graduated from university by now, right?" "Actually, not yet."</div>	grammar::w8 grammar::w8d2 jlpt::n2 type::grammar
<div class="front-main">それが</div><div class="front-example-sentence-1">たばこをやめると誓った。それが、たった三日でまた吸ってしまった。</div>	<div class="back-main-reading">それが</div><div class="back-main-english-explanation">Used to introduce a fact that contradicts what the other person thinks or expects</div><div class="back-example-sentence-1-reading">たばこをやめるとちかった。それが、たったみっかでまたすってしまった。</div><div class="back-example-sentence-1-english">I vowed to quit smoking but I gave up after 3 days.</div>	grammar::w8 grammar::w8d2 jlpt::n2 type::grammar
