#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 4 (Sou Matome N2, Days 1-7) — Kanji, Vocabulary, Grammar, Reading, Listening
署名	しょめい — Signature <br><i>(kanji: 署)</i>	kanji::w4 kanji::w4d1
部署	ぶしょ — Post/station <br><i>(kanji: 署)</i>	kanji::w4 kanji::w4d1
消防署	しょうぼうしょ — Fire station <br><i>(kanji: 署)</i>	kanji::w4 kanji::w4d1
税務署	ぜいむしょ — Tax office <br><i>(kanji: 署)</i>	kanji::w4 kanji::w4d1
依頼	いらい — Request/commission <br><i>(kanji: 依)</i>	kanji::w4 kanji::w4d1
信頼	しんらい — Trust <br><i>(kanji: 頼)</i>	kanji::w4 kanji::w4d1
頼む	たのむ — Request <br><i>(kanji: 頼)</i>	kanji::w4 kanji::w4d1
頼もしい	たのもしい — Reliable <br><i>(kanji: 頼)</i>	kanji::w4 kanji::w4d1
頼る	たよる — Depend upon <br><i>(kanji: 頼)</i>	kanji::w4 kanji::w4d1
頼りない	たよりない — Powerless/unreliable <br><i>(kanji: 頼)</i>	kanji::w4 kanji::w4d1
都道府県	とどうふけん — Prefectures <br><i>(kanji: 府)</i>	kanji::w4 kanji::w4d1
京都府	きょうとふ — Kyoto Prefecture <br><i>(kanji: 府)</i>	kanji::w4 kanji::w4d1
到着	とうちゃく — Arrival <br><i>(kanji: 到)</i>	kanji::w4 kanji::w4d1
希望	きぼう — Hope <br><i>(kanji: 希)</i>	kanji::w4 kanji::w4d1
失望	しつぼう — Loss of hope/despair <br><i>(kanji: 望)</i>	kanji::w4 kanji::w4d1
望む	のぞむ — Want/hope for <br><i>(kanji: 望)</i>	kanji::w4 kanji::w4d1
望遠鏡	ぼうえんきょう — Telescope <br><i>(kanji: 望)</i>	kanji::w4 kanji::w4d1
申請	しんせい — Application <br><i>(kanji: 申)</i>	kanji::w4 kanji::w4d1
申し込み	もうしこみ — Application/proposal <br><i>(kanji: 申)</i>	kanji::w4 kanji::w4d1
申す	もうす — Say (humble) <br><i>(kanji: 申)</i>	kanji::w4 kanji::w4d1
申し上げる	もうしあげる — Say (very humble) <br><i>(kanji: 申)</i>	kanji::w4 kanji::w4d1
姓	せい — Family name <br><i>(kanji: 姓)</i>	kanji::w4 kanji::w4d1
姓名	せいめい — Full name <br><i>(kanji: 姓)</i>	kanji::w4 kanji::w4d1
年齢	ねんれい — Age <br><i>(kanji: 齢)</i>	kanji::w4 kanji::w4d1
高齢	こうれい — Old age <br><i>(kanji: 齢)</i>	kanji::w4 kanji::w4d1
男性	だんせい — Man <br><i>(kanji: 性)</i>	kanji::w4 kanji::w4d1
女性	じょせい — Woman <br><i>(kanji: 性)</i>	kanji::w4 kanji::w4d1
性別	せいべつ — Sex/gender <br><i>(kanji: 性)</i>	kanji::w4 kanji::w4d1
性質	せいしつ — Nature/disposition <br><i>(kanji: 性)</i>	kanji::w4 kanji::w4d1
安全性	あんぜんせい — Safety <br><i>(kanji: 性)</i>	kanji::w4 kanji::w4d1
可能性	かのうせい — Possibility <br><i>(kanji: 性)</i>	kanji::w4 kanji::w4d1
お宅	おたく — House/home (respectful) <br><i>(kanji: 宅)</i>	kanji::w4 kanji::w4d1
住宅	じゅうたく — Housing <br><i>(kanji: 宅)</i>	kanji::w4 kanji::w4d1
自宅	じたく — One's house/home <br><i>(kanji: 宅)</i>	kanji::w4 kanji::w4d1
帰宅	きたく — Returning home <br><i>(kanji: 宅)</i>	kanji::w4 kanji::w4d1
勤務	きんむ — Service/duty <br><i>(kanji: 勤)</i>	kanji::w4 kanji::w4d1
出勤	しゅっきん — Attendance at work <br><i>(kanji: 勤)</i>	kanji::w4 kanji::w4d1
通勤	つうきん — Commuting to work <br><i>(kanji: 勤)</i>	kanji::w4 kanji::w4d1
勤める	つとめる — Work/be employed <br><i>(kanji: 勤)</i>	kanji::w4 kanji::w4d1
全部	ぜんぶ — All/whole <br><i>(kanji: 部)</i>	kanji::w4 kanji::w4d1
