#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 8 (Sou Matome N2, Days 1-6) — Kanji, Vocabulary, Grammar
本州	ほんしゅう — Honshu <br><i>(kanji: 州)</i>	kanji::w8 kanji::w8d1
九州	きゅうしゅう — Kyushu <br><i>(kanji: 州)</i>	kanji::w8 kanji::w8d1
〜州	〜しゅう — State/region <br><i>(kanji: 州)</i>	kanji::w8 kanji::w8d1
電波	でんぱ — Radio wave <br><i>(kanji: 波)</i>	kanji::w8 kanji::w8d1
津波	つなみ — Tsunami <br><i>(kanji: 波)</i>	kanji::w8 kanji::w8d1
波	なみ — Wave <br><i>(kanji: 波)</i>	kanji::w8 kanji::w8d1
強盗	ごうとう — Robbery <br><i>(kanji: 盗)</i>	kanji::w8 kanji::w8d1
盗難	とうなん — Theft <br><i>(kanji: 盗)</i>	kanji::w8 kanji::w8d1
盗む	ぬすむ — Steal <br><i>(kanji: 盗)</i>	kanji::w8 kanji::w8d1
逃走	とうそう — Escape/flight <br><i>(kanji: 逃)</i>	kanji::w8 kanji::w8d1
逃げる	にげる — Escape <br><i>(kanji: 逃)</i>	kanji::w8 kanji::w8d1
逃がす	にがす — Release/let go <br><i>(kanji: 逃)</i>	kanji::w8 kanji::w8d1
逃す	のがす — Let slip <br><i>(kanji: 逃)</i>	kanji::w8 kanji::w8d1
疑問	ぎもん — Question/doubt <br><i>(kanji: 疑)</i>	kanji::w8 kanji::w8d1
容疑	ようぎ — Suspicion <br><i>(kanji: 疑)</i>	kanji::w8 kanji::w8d1
疑う	うたがう — Doubt/suspect <br><i>(kanji: 疑)</i>	kanji::w8 kanji::w8d1
逮捕	たいほ — Arrest <br><i>(kanji: 捕)</i>	kanji::w8 kanji::w8d1
捕まる	つかまる — Be caught <br><i>(kanji: 捕)</i>	kanji::w8 kanji::w8d1
捕まえる	つかまえる — Catch <br><i>(kanji: 捕)</i>	kanji::w8 kanji::w8d1
