#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 8 (Sou Matome N2) — Japanese vocabulary: Kanji/Vocabulary words
<div class="front-main">本州</div><div class="front-example-sentence-1">本州は日本で一番大きい島だ。</div>	<div class="back-main-reading">ほんしゅう</div><div class="back-main-english">Honshu (main island of Japan)</div><div class="back-example-sentence-1-reading">ほんしゅうはにほんでいちばんおおきいしまだ。</div><div class="back-example-sentence-1-english">Honshu is the largest island in Japan.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">九州</div><div class="front-example-sentence-1">夏休みに九州を旅行した。</div>	<div class="back-main-reading">きゅうしゅう</div><div class="back-main-english">Kyushu</div><div class="back-example-sentence-1-reading">なつやすみにきゅうしゅうをりょこうした。</div><div class="back-example-sentence-1-english">I traveled around Kyushu during summer vacation.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">電波</div><div class="front-example-sentence-1">この辺りは電波が弱い。</div>	<div class="back-main-reading">でんぱ</div><div class="back-main-english">A radio wave</div><div class="back-example-sentence-1-reading">このあたりはでんぱがよわい。</div><div class="back-example-sentence-1-english">The signal is weak around here.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">波</div><div class="front-example-sentence-1">海で高い波が立っている。</div>	<div class="back-main-reading">なみ</div><div class="back-main-english">A wave</div><div class="back-example-sentence-1-reading">うみでたかいなみがたっている。</div><div class="back-example-sentence-1-english">There are high waves in the sea.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">盗む</div><div class="front-example-sentence-1">財布を盗まれた。</div>	<div class="back-main-reading">ぬすむ</div><div class="back-main-english">Steal</div><div class="back-example-sentence-1-reading">さいふをぬすまれた。</div><div class="back-example-sentence-1-english">My wallet was stolen.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">逃走</div><div class="front-example-sentence-1">犯人は逃走を続けている。</div>	<div class="back-main-reading">とうそう</div><div class="back-main-english">An escape/flight</div><div class="back-example-sentence-1-reading">はんにんはとうそうをつづけている。</div><div class="back-example-sentence-1-english">The culprit continues to be on the run.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">逃げる</div><div class="front-example-sentence-1">犬が檻から逃げた。</div>	<div class="back-main-reading">にげる</div><div class="back-main-english">Escape</div><div class="back-example-sentence-1-reading">いぬがおりからにげた。</div><div class="back-example-sentence-1-english">The dog escaped from the cage.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">逃がす</div><div class="front-example-sentence-1">捕まえた魚を逃がした。</div>	<div class="back-main-reading">にがす</div><div class="back-main-english">Release/let go</div><div class="back-example-sentence-1-reading">つかまえたさかなをにがした。</div><div class="back-example-sentence-1-english">I released the fish I caught.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">逃す</div><div class="front-example-sentence-1">絶好のチャンスを逃した。</div>	<div class="back-main-reading">のがす</div><div class="back-main-english">Let slip</div><div class="back-example-sentence-1-reading">ぜっこうのチャンスをのがした。</div><div class="back-example-sentence-1-english">I let a great chance slip away.</div>	kanji::w8 kanji::w8d1 jlpt::n2
<div class="front-main">疑問</div><div class="front-example-sentence-1">その説明には疑問が残る。</div>	<div class="back-main-reading">ぎもん</div><div class="back-main-english">A question/doubt</div><div class="back-example-sentence-1-reading">そのせつめいにはぎもんがのこる。</div><div class="back-example-sentence-1-english">That explanation leaves a question unanswered.</div>	kanji::w8 kanji::w8d1 jlpt::n2
