#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 1 (Sou Matome N2) — Japanese vocabulary: Kanji-only split deck, grouped by day
<div class="front-main">禁止</div><div class="front-example-sentence-1">関係者以外立ち入り禁止です。</div>	<div class="back-main-reading">きんし</div><div class="back-main-english">Prohibition</div><div class="back-example-sentence-1-reading">かんけいしゃいがいたちいりきんしです。</div><div class="back-example-sentence-1-english">Entry is prohibited except for those concerned.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">禁煙</div><div class="front-example-sentence-1">この電車は全席禁煙です。</div>	<div class="back-main-reading">きんえん</div><div class="back-main-english">No smoking</div><div class="back-example-sentence-1-reading">このでんしゃはぜんせききんえんです。</div><div class="back-example-sentence-1-english">This train is entirely non-smoking (all seats).</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">煙</div><div class="front-example-sentence-1">窓から煙が出ている。</div>	<div class="back-main-reading">けむり</div><div class="back-main-english">Smoke</div><div class="back-example-sentence-1-reading">まどからけむりがでている。</div><div class="back-example-sentence-1-english">Smoke is coming out from the window.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">安静</div><div class="front-example-sentence-1">医者に安静にするよう言われた。</div>	<div class="back-main-reading">あんせい</div><div class="back-main-english">Quietly</div><div class="back-example-sentence-1-reading">いしゃにあんせいにするよういわれた。</div><div class="back-example-sentence-1-english">I was told by the doctor to rest quietly.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">静か</div><div class="front-example-sentence-1">図書館では静かにしてください。</div>	<div class="back-main-reading">しずか</div><div class="back-main-english">Quiet</div><div class="back-example-sentence-1-reading">としょかんではしずかにしてください。</div><div class="back-example-sentence-1-english">Please be quiet in the library.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">危機</div><div class="front-example-sentence-1">会社は経営危機に陥った。</div>	<div class="back-main-reading">きき</div><div class="back-main-english">Crisis</div><div class="back-example-sentence-1-reading">かいしゃはけいえいききにおちいった。</div><div class="back-example-sentence-1-english">The company fell into a management crisis.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">危ない</div><div class="front-example-sentence-1">危ないですから、下がってください。</div>	<div class="back-main-reading">あぶない</div><div class="back-main-english">Dangerous</div><div class="back-example-sentence-1-reading">あぶないですから、さがってください。</div><div class="back-example-sentence-1-english">It's dangerous, so please step back.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">危険</div><div class="front-example-sentence-1">この川で泳ぐのは危険です。</div>	<div class="back-main-reading">きけん</div><div class="back-main-english">Danger</div><div class="back-example-sentence-1-reading">このかわでおよぐのはきけんです。</div><div class="back-example-sentence-1-english">Swimming in this river is dangerous.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">険しい</div><div class="front-example-sentence-1">山道はだんだん険しくなってきた。</div>	<div class="back-main-reading">けわしい</div><div class="back-main-english">Steep</div><div class="back-example-sentence-1-reading">やまみちはだんだんけわしくなってきた。</div><div class="back-example-sentence-1-english">The mountain path gradually became steep.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">関心</div><div class="front-example-sentence-1">彼は政治に関心がない。</div>	<div class="back-main-reading">かんしん</div><div class="back-main-english">Interest</div><div class="back-example-sentence-1-reading">かれはせいじにかんしんがない。</div><div class="back-example-sentence-1-english">He has no interest in politics.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">関わる</div><div class="front-example-sentence-1">この事件には多くの人が関わっている。</div>	<div class="back-main-reading">かかわる</div><div class="back-main-english">Have to do with</div><div class="back-example-sentence-1-reading">このじけんにはおおくのひとがかかわっている。</div><div class="back-example-sentence-1-english">Many people are involved in this incident.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">関係</div><div class="front-example-sentence-1">二人の関係はうまくいっている。</div>	<div class="back-main-reading">かんけい</div><div class="back-main-english">Relation</div><div class="back-example-sentence-1-reading">ふたりのかんけいはうまくいっている。</div><div class="back-example-sentence-1-english">The relationship between the two of them is going well.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">係員</div><div class="front-example-sentence-1">わからないことがあれば、係員にお尋ねください。</div>	<div class="back-main-reading">かかりいん</div><div class="back-main-english">Person in charge</div><div class="back-example-sentence-1-reading">わからないことがあれば、かかりいんにおたずねください。</div><div class="back-example-sentence-1-english">If there's anything you don't understand, please ask the staff member in charge.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">転落</div><div class="front-example-sentence-1">彼はホームから転落した。</div>	<div class="back-main-reading">てんらく</div><div class="back-main-english">Fall</div><div class="back-example-sentence-1-reading">かれはホームからてんらくした。</div><div class="back-example-sentence-1-english">He fell from the platform.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">落石</div><div class="front-example-sentence-1">この山道には「落石注意」の標識がある。</div>	<div class="back-main-reading">らくせき</div><div class="back-main-english">Falling rocks</div><div class="back-example-sentence-1-reading">このやまみちには「らくせきちゅうい」のひょうしきがある。</div><div class="back-example-sentence-1-english">There is a "beware of falling rocks" sign on this mountain path.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">磁石</div><div class="front-example-sentence-1">子供は磁石で遊ぶのが好きだ。</div>	<div class="back-main-reading">じしゃく</div><div class="back-main-english">Magnet</div><div class="back-example-sentence-1-reading">こどもはじしゃくであそぶのがすきだ。</div><div class="back-example-sentence-1-english">Children like playing with magnets.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">石</div><div class="front-example-sentence-1">川で石を拾った。</div>	<div class="back-main-reading">いし</div><div class="back-main-english">Stone</div><div class="back-example-sentence-1-reading">かわでいしをひろった。</div><div class="back-example-sentence-1-english">I picked up a stone at the river.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">飛行場</div><div class="front-example-sentence-1">飛行場まで車で三十分かかる。</div>	<div class="back-main-reading">ひこうじょう</div><div class="back-main-english">Airport</div><div class="back-example-sentence-1-reading">ひこうじょうまでくるまでさんじゅっぷんかかる。</div><div class="back-example-sentence-1-english">It takes thirty minutes by car to the airport.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">飛び出す</div><div class="front-example-sentence-1">子供が急に道路に飛び出した。</div>	<div class="back-main-reading">とびだす</div><div class="back-main-english">Run out suddenly</div><div class="back-example-sentence-1-reading">こどもがきゅうにどうろにとびだした。</div><div class="back-example-sentence-1-english">A child suddenly ran out into the road.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">駐車場</div><div class="front-example-sentence-1">デパートの駐車場に車を止めた。</div>	<div class="back-main-reading">ちゅうしゃじょう</div><div class="back-main-english">Parking lot</div><div class="back-example-sentence-1-reading">デパートのちゅうしゃじょうにくるまをとめた。</div><div class="back-example-sentence-1-english">I parked the car in the department store's parking lot.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">駐車</div><div class="front-example-sentence-1">ここは駐車禁止です。</div>	<div class="back-main-reading">ちゅうしゃ</div><div class="back-main-english">Parking</div><div class="back-example-sentence-1-reading">ここはちゅうしゃきんしです。</div><div class="back-example-sentence-1-english">Parking is prohibited here.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">四捨五入</div><div class="front-example-sentence-1">小数点以下を四捨五入してください。</div>	<div class="back-main-reading">ししゃごにゅう</div><div class="back-main-english">Rounding</div><div class="back-example-sentence-1-reading">しょうすうてんいかをししゃごにゅうしてください。</div><div class="back-example-sentence-1-english">Please round off the numbers after the decimal point.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">捨てる</div><div class="front-example-sentence-1">ごみをここに捨てないでください。</div>	<div class="back-main-reading">すてる</div><div class="back-main-english">Throw away</div><div class="back-example-sentence-1-reading">ごみをここにすてないでください。</div><div class="back-example-sentence-1-english">Please do not throw trash here.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">遊泳</div><div class="front-example-sentence-1">この海岸は遊泳禁止です。</div>	<div class="back-main-reading">ゆうえい</div><div class="back-main-english">Swimming</div><div class="back-example-sentence-1-reading">このかいがんはゆうえいきんしです。</div><div class="back-example-sentence-1-english">Swimming is prohibited on this beach.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">遊ぶ</div><div class="front-example-sentence-1">子供たちは公園で遊んでいる。</div>	<div class="back-main-reading">あそぶ</div><div class="back-main-english">Play</div><div class="back-example-sentence-1-reading">こどもたちはこうえんであそんでいる。</div><div class="back-example-sentence-1-english">The children are playing in the park.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">水泳</div><div class="front-example-sentence-1">毎週水泳を習っている。</div>	<div class="back-main-reading">すいえい</div><div class="back-main-english">Swimming</div><div class="back-example-sentence-1-reading">まいしゅうすいえいをならっている。</div><div class="back-example-sentence-1-english">I take swimming lessons every week.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">泳ぐ</div><div class="front-example-sentence-1">彼は毎朝プールで泳ぐ。</div>	<div class="back-main-reading">およぐ</div><div class="back-main-english">Swim</div><div class="back-example-sentence-1-reading">かれはまいあさプールでおよぐ。</div><div class="back-example-sentence-1-english">He swims in the pool every morning.</div>	kanji::w1 kanji::w1d1 jlpt::n2
<div class="front-main">喫茶店</div><div class="front-example-sentence-1">この付近に喫茶店はありませんか。</div>	<div class="back-main-reading">きっさてん</div><div class="back-main-english">Coffee shop</div><div class="back-example-sentence-1-reading">このふきんにきっさてんはありませんか。</div><div class="back-example-sentence-1-english">Isn't there a coffee shop near here?</div>	kanji::w1 kanji::w1d2 jlpt::n2
<div class="front-main">喫煙所</div><div class="front-example-sentence-1">あのビルの喫煙所は3階にあります。</div>	<div class="back-main-reading">きつえんじょ</div><div class="back-main-english">Smoking area</div><div class="back-example-sentence-1-reading">あのビルのきつえんじょは3かいにあります。</div><div class="back-example-sentence-1-english">That building's smoking area is on the 3rd floor.</div>	kanji::w1 kanji::w1d2 jlpt::n2
<div class="front-main">非〜</div><div class="front-example-sentence-1">その発表はまだ非公式な情報です。</div>	<div class="back-main-reading">ひ</div><div class="back-main-english">Non-/Anti-</div><div class="back-example-sentence-1-reading">そのはっぴょうはまだひこうしきなじょうほうです。</div><div class="back-example-sentence-1-english">That announcement is still unofficial information.</div>	kanji::w1 kanji::w1d2 jlpt::n2
<div class="front-main">非常に</div><div class="front-example-sentence-1">今日は非常に暑いですね。</div>	<div class="back-main-reading">ひじょうに</div><div class="back-main-english">Extremely</div><div class="back-example-sentence-1-reading">きょうはひじょうにあついですね。</div><div class="back-example-sentence-1-english">It's extremely hot today, isn't it?</div>	kanji::w1 kanji::w1d2 jlpt::n2
<div class="front-main">非常口</div><div class="front-example-sentence-1">非常口の場所を確認しておいてください。</div>	<div class="back-main-reading">ひじょうぐち</div><div class="back-main-english">Emergency exit</div><div class="back-example-sentence-1-reading">ひじょうぐちのばしょをかくにんしておいてください。</div><div class="back-example-sentence-1-english">Please check the location of the emergency exit in advance.</div>	kanji::w1 kanji::w1d2 jlpt::n2
<div class="front-main">御手洗い</div><div class="front-example-sentence-1">すみません、御手洗いはどちらですか。</div>	<div class="back-main-reading">おてあらい</div><div class="back-main-english">Toilet</div><div class="back-example-sentence-1-reading">すみません、おてあらいはどちらですか。</div><div class="back-example-sentence-1-english">Excuse me, where is the restroom?</div>	kanji::w1 kanji::w1d2 jlpt::n2
<div class="front-main">御中</div><div class="front-example-sentence-1">封筒の宛名は「株式会社さくら御中」と書いた。</div>	<div class="back-main-reading">おんちゅう</div><div class="back-main-english">Written on letters addressed to an organization</div><div class="back-example-sentence-1-reading">ふうとうのあてなは「かぶしきがいしゃさくらおんちゅう」とかいた。</div><div class="back-example-sentence-1-english">I addressed the envelope to 'Sakura Co., Ltd.' using the honorific 御中.</div>	kanji::w1 kanji::w1d2 jlpt::n2
<div class="front-main">日常</div><div class="front-example-sentence-1">これは日常生活で使う言葉です。</div>	<div class="back-main-reading">にちじょう</div><div class="back-main-english">Everyday</div><div class="back-example-sentence-1-reading">これはにちじょうせいかつでつかうことばです。</div><div class="back-example-sentence-1-english">This is a word used in everyday life.</div>	kanji::w1 kanji::w1d2 jlpt::n2
