#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 4 (Sou Matome N2) — Japanese vocabulary: Kanji-only split deck, grouped by day
<div class="front-main">署名</div><div class="front-example-sentence-1">契約書に署名をお願いします。</div>	<div class="back-main-reading">しょめい</div><div class="back-main-english">Signature</div><div class="back-example-sentence-1-reading">けいやくしょにしょめいをおねがいします。</div><div class="back-example-sentence-1-english">Please sign the contract.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">部署</div><div class="front-example-sentence-1">彼は去年、別の部署に異動した。</div>	<div class="back-main-reading">ぶしょ</div><div class="back-main-english">Post/station (department)</div><div class="back-example-sentence-1-reading">かれはきょねん、べつのぶしょにいどうした。</div><div class="back-example-sentence-1-english">He was transferred to a different department last year.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">消防署</div><div class="front-example-sentence-1">消防署に電話をして、火事を知らせた。</div>	<div class="back-main-reading">しょうぼうしょ</div><div class="back-main-english">Fire station</div><div class="back-example-sentence-1-reading">しょうぼうしょにでんわをして、かじをしらせた。</div><div class="back-example-sentence-1-english">I called the fire station to report the fire.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">税務署</div><div class="front-example-sentence-1">確定申告のために税務署へ行った。</div>	<div class="back-main-reading">ぜいむしょ</div><div class="back-main-english">Tax office</div><div class="back-example-sentence-1-reading">かくていしんこくのためにぜいむしょへいった。</div><div class="back-example-sentence-1-english">I went to the tax office to file my tax return.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">依頼</div><div class="front-example-sentence-1">友人に通訳を依頼した。</div>	<div class="back-main-reading">いらい</div><div class="back-main-english">Request/commission</div><div class="back-example-sentence-1-reading">ゆうじんにつうやくをいらいした。</div><div class="back-example-sentence-1-english">I asked a friend to interpret for me.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">信頼</div><div class="front-example-sentence-1">彼は同僚からの信頼が厚い。</div>	<div class="back-main-reading">しんらい</div><div class="back-main-english">Trust</div><div class="back-example-sentence-1-reading">かれはどうりょうからのしんらいがあつい。</div><div class="back-example-sentence-1-english">He is deeply trusted by his colleagues.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">頼む</div><div class="front-example-sentence-1">引っ越しの手伝いを友達に頼んだ。</div>	<div class="back-main-reading">たのむ</div><div class="back-main-english">Request</div><div class="back-example-sentence-1-reading">ひっこしのてつだいをともだちにたのんだ。</div><div class="back-example-sentence-1-english">I asked a friend to help me move.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">頼もしい</div><div class="front-example-sentence-1">彼はいつも冷静で、頼もしい存在だ。</div>	<div class="back-main-reading">たのもしい</div><div class="back-main-english">Reliable</div><div class="back-example-sentence-1-reading">かれはいつもれいせいで、たのもしいそんざいだ。</div><div class="back-example-sentence-1-english">He's always calm and a reliable presence.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">頼る</div><div class="front-example-sentence-1">一人暮らしを始めてから、両親に頼ることが減った。</div>	<div class="back-main-reading">たよる</div><div class="back-main-english">Depend upon</div><div class="back-example-sentence-1-reading">ひとりぐらしをはじめてから、りょうしんにたよることがへった。</div><div class="back-example-sentence-1-english">Since living alone, I rely on my parents less.</div>	kanji::w4 kanji::w4d1 jlpt::n2
<div class="front-main">頼りない</div><div class="front-example-sentence-1">新人はまだ頼りないが、成長が早い。</div>	<div class="back-main-reading">たよりない</div><div class="back-main-english">Powerless/unreliable</div><div class="back-example-sentence-1-reading">しんじんはまだたよりないが、せいちょうがはやい。</div><div class="back-example-sentence-1-english">The new employee is still unreliable, but growing fast.</div>	kanji::w4 kanji::w4d1 jlpt::n2
