#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 5 (Sou Matome N2) — Japanese vocabulary: Kanji-only split deck, grouped by day
<div class="front-main">傾向</div><div class="front-example-sentence-1">最近、若者の間で健康志向の傾向が強まっている。</div>	<div class="back-main-reading">けいこう</div><div class="back-main-english">Trend/tendency</div><div class="back-example-sentence-1-reading">さいきん、わかもののあいだでけんこうしこうのけいこうがつよまっている。</div><div class="back-example-sentence-1-english">There's a growing health-conscious trend among young people recently.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">傾く</div><div class="front-example-sentence-1">地震で家が傾いた。</div>	<div class="back-main-reading">かたむく</div><div class="back-main-english">Tilt/incline</div><div class="back-example-sentence-1-reading">じしんでいえがかたむいた。</div><div class="back-example-sentence-1-english">The house tilted due to the earthquake.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">傾ける</div><div class="front-example-sentence-1">彼は私の話に耳を傾けてくれた。</div>	<div class="back-main-reading">かたむける</div><div class="back-main-english">Make something tilt/incline</div><div class="back-example-sentence-1-reading">かれはわたしのはなしにみみをかたむけてくれた。</div><div class="back-example-sentence-1-english">He lent an ear to what I said.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">横転</div><div class="front-example-sentence-1">トラックが横転して道路をふさいだ。</div>	<div class="back-main-reading">おうてん</div><div class="back-main-english">Overturn</div><div class="back-example-sentence-1-reading">トラックがおうてんしてどうろをふさいだ。</div><div class="back-example-sentence-1-english">The truck overturned and blocked the road.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">横断歩道</div><div class="front-example-sentence-1">横断歩道を渡るときは車に気をつけて。</div>	<div class="back-main-reading">おうだんほどう</div><div class="back-main-english">Pedestrian crossing</div><div class="back-example-sentence-1-reading">おうだんほどうをわたるときはくるまにきをつけて。</div><div class="back-example-sentence-1-english">Watch out for cars when crossing the crosswalk.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">横</div><div class="front-example-sentence-1">本を横に倒して置いた。</div>	<div class="back-main-reading">よこ</div><div class="back-main-english">Side</div><div class="back-example-sentence-1-reading">ほんをよこにたおしておいた。</div><div class="back-example-sentence-1-english">I laid the book on its side.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">熱湯</div><div class="front-example-sentence-1">カップ麺に熱湯を注いだ。</div>	<div class="back-main-reading">ねっとう</div><div class="back-main-english">Boiling water</div><div class="back-example-sentence-1-reading">カップめんにねっとうをそそいだ。</div><div class="back-example-sentence-1-english">I poured boiling water into the cup noodles.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">湯飲み</div><div class="front-example-sentence-1">お客さんに湯飲みでお茶を出した。</div>	<div class="back-main-reading">ゆのみ</div><div class="back-main-english">Teacup</div><div class="back-example-sentence-1-reading">おきゃくさんにゆのみでおちゃをだした。</div><div class="back-example-sentence-1-english">I served tea to the guest in a teacup.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">湯</div><div class="front-example-sentence-1">お湯を沸かしてコーヒーを入れた。</div>	<div class="back-main-reading">ゆ</div><div class="back-main-english">Hot water</div><div class="back-example-sentence-1-reading">おゆをわかしてコーヒーをいれた。</div><div class="back-example-sentence-1-english">I boiled water and made coffee.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">湯気</div><div class="front-example-sentence-1">なべから湯気が立っている。</div>	<div class="back-main-reading">ゆげ</div><div class="back-main-english">Steam</div><div class="back-example-sentence-1-reading">なべからゆげがたっている。</div><div class="back-example-sentence-1-english">Steam is rising from the pot.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">恐怖</div><div class="front-example-sentence-1">暗い道を一人で歩くのは恐怖を感じる。</div>	<div class="back-main-reading">きょうふ</div><div class="back-main-english">Fear</div><div class="back-example-sentence-1-reading">くらいみちをひとりであるくのはきょうふをかんじる。</div><div class="back-example-sentence-1-english">Walking alone on a dark road feels frightening.</div>	kanji::w5 kanji::w5d1 jlpt::n2
<div class="front-main">恐ろしい</div><div class="front-example-sentence-1">あの事故は本当に恐ろしかった。</div>	<div class="back-main-reading">おそろしい</div><div class="back-main-english">Fearful/terrible</div><div class="back-example-sentence-1-reading">あのじこはほんとうにおそろしかった。</div><div class="back-example-sentence-1-english">That accident was truly terrifying.</div>	kanji::w5 kanji::w5d1 jlpt::n2
